rpcq_id,name,category,date,address,municipality,statut,statuts_anterieurs,in_registre,url
238739,"113-115, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1930 (Construction),"113, rue Saint-Joseph ; 115, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238739&type=bien
238738,"121-123, rue Saint-Joseph",Fonction résidentielle (Édifices à logements multiples),2015 (Construction),"121, rue Saint-Joseph ; 123, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238738&type=bien
238766,"121-125, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),1943 (Construction),"121, rue Saint-André ; 123, rue Saint-André ; 125, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238766&type=bien
238763,"122-128, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),1928 (Construction),"122, rue Saint-André ; 124, rue Saint-André ; 126, rue Saint-André ; 128, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238763&type=bien
238729,"128-132, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1925 (Construction),"128, rue Saint-Joseph ; 130, rue Saint-Joseph ; 132, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238729&type=bien
238765,"129-131, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),1924 (Construction),"129, rue Saint-André ; 131, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238765&type=bien
238762,"130-136, rue Saint-André",,,"130, rue Saint-André ; 132, rue Saint-André ; 134, rue Saint-André ; 136, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238762&type=bien
238737,"133, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),2010 (Construction),"133, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238737&type=bien
165644,"138-140, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),1922 (Construction),"138, rue Saint-André ; 140, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=165644&type=bien
238734,"139, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1930 (Construction),"139, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238734&type=bien
238728,"140-142, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1949 (Construction),"140, rue Saint-Joseph ; 142, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238728&type=bien
238733,"145-147, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1925 (Construction),"145, rue Saint-Joseph ; 147, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238733&type=bien
238764,"147-151, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),1950 (Construction),"147, rue Saint-André ; 149, rue Saint-André ; 151, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238764&type=bien
238732,"157-161, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1935 (Construction),"157, rue Saint-Joseph ; 161, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238732&type=bien
238779,"178, rue Sainte-Marie",Fonction résidentielle (Maisons rurales et urbaines),1953 (Construction),"178, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238779&type=bien
113703,"180, rue Sainte-Marie",Services et institutions (Immeubles de bureaux),2008 (Construction),"180, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=113703&type=bien
109766,"181-183, rue Sainte-Marie",Fonction résidentielle (Maisons rurales et urbaines),1869 (Construction),"181, rue Sainte-Marie ; 183, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=109766&type=bien
238725,"181-185, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1930 (Construction),"181, rue Saint-Joseph ; 185, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238725&type=bien
238719,"182-184, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1950 (Construction),"182, rue Saint-Joseph ; 184, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238719&type=bien
238760,"184-186, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),1930 (Construction),"184, rue Saint-André ; 186, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238760&type=bien
238761,"185-187, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),1910 (Construction),"185, rue Saint-André ; 187, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — -- | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238761&type=bien
238780,"185-189, rue Sainte-Marie",Fonction résidentielle (Maisons rurales et urbaines),1885 (Construction),"185, rue Sainte-Marie ; 187, rue Sainte-Marie ; 189, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238780&type=bien
119944,"186, rue Sainte-Marie",Fonction résidentielle (Maisons rurales et urbaines),1952 (Construction),"186, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=119944&type=bien
213676,"187-195, boulevard des Braves",Fonction résidentielle (Maisons rurales et urbaines),1984 (Construction),"187, boulevard des Braves ; 189, boulevard des Braves ; 191, boulevard des Braves ; 193, boulevard des Braves ; 195, boulevard des Braves",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=213676&type=bien
238721,"189-193, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1950 (Construction),"189, rue Saint-Joseph ; 191, rue Saint-Joseph ; 193, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238721&type=bien
238759,"190, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),1920 (Construction),"190, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — -- | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238759&type=bien
232784,"191, rue Saint-André",Fonction commerciale (Commerces de vente au détail > Magasins et grands magasins) ; Fonction résidentielle (Maisons rurales et urbaines),vers 1910 (Construction),"191, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Inventorié — -- | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232784&type=bien
238718,"192, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1925 (Construction),"192, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238718&type=bien
162093,"192-198, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),,"192, rue Saint-André ; 194, rue Saint-André ; 196, rue Saint-André ; 198, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=162093&type=bien
185246,"193-195, rue Sainte-Marie / 770-772, rue Saint-François-Xavier",Fonction commerciale (Commerces de vente au détail > Magasins et grands magasins) ; Fonction résidentielle (Maisons rurales et urbaines),vers 1900 – vers 1930 (Construction),"770, rue Saint-François-Xavier ; 772, rue Saint-François-Xavier ; 193, rue Sainte-Marie ; 195, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=185246&type=bien
232829,"200, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),vers 1874 (Construction),"200, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232829&type=bien
109775,"201-203, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),1900 (Construction),"201, rue Saint-André ; 203, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=109775&type=bien
238717,"201-203, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1930 (Construction),"201, rue Saint-Joseph ; 203, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238717&type=bien
196723,"202-206, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),vers 1900 (Construction),"202, rue Saint-André ; 204, rue Saint-André ; 206, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=196723&type=bien
236849,"202-210, rue Sainte-Marie",Fonction résidentielle (Maisons rurales et urbaines),1990 (Construction),"202, rue Sainte-Marie ; 208, rue Sainte-Marie ; 210, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=236849&type=bien
114981,"203-205, rue Sainte-Marie / 765-773, rue Saint-François-Xavier",Fonction résidentielle (Maisons rurales et urbaines),vers 1900 (Construction),"765, rue Saint-François-Xavier ; 769, rue Saint-François-Xavier ; 773, rue Saint-François-Xavier ; 203, rue Sainte-Marie ; 205, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=114981&type=bien
238758,"211, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),1900 (Construction),"211, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238758&type=bien
238778,"211-215, rue Sainte-Marie",Fonction résidentielle (Maisons rurales et urbaines),1870 (Construction),"211, rue Sainte-Marie ; 215, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — -- | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238778&type=bien
184874,"212-216, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),1890 (Construction),"212, rue Saint-André ; 214, rue Saint-André ; 216, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=184874&type=bien
232830,"215, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),vers 1867 – vers 1887 (Construction) ; 2007 (Agrandissement),"215, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232830&type=bien
238773,"222-224, rue Sainte-Marie",Fonction résidentielle (Maisons rurales et urbaines),1860 (Construction),"222, rue Sainte-Marie ; 224, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Délimitation — Situé dans une aire de protection | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238773&type=bien
238753,"222-226, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),1870 (Construction),"222, rue Saint-André ; 224, rue Saint-André ; 226, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238753&type=bien
238777,"223-225, rue Sainte-Marie",Fonction résidentielle (Maisons rurales et urbaines),1935 (Construction),"223, rue Sainte-Marie ; 225, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — -- | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238777&type=bien
238716,"225-227, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1929 (Construction),"225, rue Saint-Joseph ; 227, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238716&type=bien
238781,"227, boulevard des Braves",Fonction résidentielle (Édifices à logements multiples),vers 1900 (Construction),"227, boulevard des Braves",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238781&type=bien
238757,"227-231, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),1994 (Construction),"227, rue Saint-André ; 229, rue Saint-André ; 231, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — -- | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238757&type=bien
238710,"228, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1930 (Construction),"228, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238710&type=bien
238776,"231, rue Sainte-Marie",Fonction résidentielle (Maisons rurales et urbaines),1960 (Construction),"231, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238776&type=bien
238715,"231-237, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1930 (Construction),"231, rue Saint-Joseph ; 237, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238715&type=bien
238772,"232-234, rue Sainte-Marie",Fonction résidentielle (Maisons rurales et urbaines),1925 (Construction),"232, rue Sainte-Marie ; 234, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — -- | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238772&type=bien
232785,"233, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),vers 1870 (Construction),"233, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — -- | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232785&type=bien
238709,"234, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),2020 (Construction),"234, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238709&type=bien
196169,"235-237, rue Sainte-Marie",Fonction résidentielle (Maisons rurales et urbaines),1925 (Construction),"235, rue Sainte-Marie ; 237, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=196169&type=bien
238708,"236, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),2020 (Construction),"236, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238708&type=bien
238707,"238, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),2020 (Construction),"238, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238707&type=bien
109765,"238-240, rue Sainte-Marie",Fonction résidentielle (Maisons rurales et urbaines),1920 (Construction),"238, rue Sainte-Marie ; 240, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=109765&type=bien
232786,"240-244, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),1920 (Construction),"240, rue Saint-André ; 242, rue Saint-André ; 244, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — -- | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232786&type=bien
238714,"241, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1995 (Construction),"241, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238714&type=bien
109764,"241-243, rue Sainte-Marie",Fonction résidentielle (Maisons rurales et urbaines),1945 (Construction),"241, rue Sainte-Marie ; 243, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=109764&type=bien
238771,"242-244, rue Sainte-Marie",Fonction résidentielle (Maisons rurales et urbaines),1870 (Construction),"242, rue Sainte-Marie ; 244, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — -- | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238771&type=bien
238756,"243, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),1965 (Construction),"243, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238756&type=bien
109768,"245, boulevard des Braves",Fonction résidentielle (Maisons rurales et urbaines),1976 (Construction),"245, boulevard des Braves",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=109768&type=bien
238706,"246, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1915 (Construction),"246, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238706&type=bien
119940,"246-248, rue Sainte-Marie",Fonction résidentielle (Maisons rurales et urbaines),1910 (Construction),"246, rue Sainte-Marie ; 248, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=119940&type=bien
238775,"249-253, rue Sainte-Marie",Fonction résidentielle (Maisons rurales et urbaines),1884 (Construction),"249, rue Sainte-Marie ; 251, rue Sainte-Marie ; 253, rue Sainte-Marie",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238775&type=bien
232787,"250, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),vers 1870 (Construction),"250, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Délimitation — Situé dans une aire de protection | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232787&type=bien
238713,"251, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1930 (Construction),"251, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238713&type=bien
238705,"252, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1930 (Construction),"252, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238705&type=bien
238755,"255, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),1920 (Construction),"255, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — -- | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238755&type=bien
